user_id,product_id,view,cart,purchase,implicit_score
2587,3575,14,1,1,22
25,24471,14,1,1,22
4655,16390,14,1,1,22
4655,2013,14,1,1,22
1590,37028,14,1,1,22
1591,30607,14,1,1,22
1591,25010,14,1,1,22
3751,5397,14,1,1,22
3751,5376,14,1,1,22
3013,12921,14,1,1,22
4270,26278,14,1,1,22
4269,40493,14,1,1,22
4268,35138,14,1,1,22
4268,24949,14,1,1,22
826,11747,14,1,1,22
2711,38070,14,1,1,22
4414,7950,14,1,1,22
26,32352,14,1,1,22
25,9672,14,1,1,22
4414,19175,14,1,1,22
1414,35897,14,1,1,22
3750,8909,14,1,1,22
1415,11633,14,1,1,22
1415,8364,14,1,1,22
2236,21559,14,1,1,22
3088,39879,14,1,1,22
394,30562,14,1,1,22
1594,31163,14,1,1,22
393,3567,14,1,1,22
3586,3505,14,1,1,22
2239,11416,14,1,1,22
1408,25197,14,1,1,22
4417,38211,14,1,1,22
4749,34933,14,1,1,22
251,27014,14,1,1,22
1978,26467,14,1,1,22
3247,32742,14,1,1,22
3247,31621,14,1,1,22
4600,21837,14,1,1,22
1412,29965,14,1,1,22
1412,31283,14,1,1,22
2241,6089,14,1,1,22
1404,14129,14,1,1,22
4599,15637,14,1,1,22
3757,35815,14,1,1,22
4599,4589,14,1,1,22
1407,23247,14,1,1,22
831,19247,14,1,1,22
2713,2864,14,1,1,22
3332,32147,14,1,1,22
286,9942,14,1,1,22
4748,32752,14,1,1,22
4748,35367,14,1,1,22
1881,8845,14,1,1,22
4267,30610,14,1,1,22
3756,22045,14,1,1,22
2149,11332,14,1,1,22
183,32337,14,1,1,22
3584,4084,14,1,1,22
1603,31854,14,1,1,22
1603,31487,14,1,1,22
3092,31470,14,1,1,22
4260,22020,14,1,1,22
2715,12044,14,1,1,22
3243,34737,14,1,1,22
250,32041,14,1,1,22
250,34163,14,1,1,22
4782,32610,14,1,1,22
3242,20930,14,1,1,22
2582,3693,14,1,1,22
4265,14372,14,1,1,22
1402,1449,14,1,1,22
1404,25999,14,1,1,22
184,32451,14,1,1,22
3093,32322,14,1,1,22
3093,32347,14,1,1,22
2144,8038,14,1,1,22
146,35425,14,1,1,22
4871,31461,14,1,1,22
3241,39410,14,1,1,22
1877,38232,14,1,1,22
287,21960,14,1,1,22
1877,38899,14,1,1,22
1877,33497,14,1,1,22
1878,38509,14,1,1,22
832,36890,14,1,1,22
832,24783,14,1,1,22
668,26955,14,1,1,22
833,36302,14,1,1,22
4418,39252,14,1,1,22
664,14191,14,1,1,22
664,39912,14,1,1,22
4420,20702,14,1,1,22
2580,17885,14,1,1,22
2714,25694,14,1,1,22
4259,5383,14,1,1,22
4259,24036,14,1,1,22
838,30421,14,1,1,22
838,31348,14,1,1,22
4871,32464,14,1,1,22
4598,12031,14,1,1,22
4598,22586,14,1,1,22
463,40651,14,1,1,22
3763,18273,14,1,1,22
3008,3569,14,1,1,22
3008,22828,14,1,1,22
464,18038,14,1,1,22
464,33342,14,1,1,22
1397,32016,14,1,1,22
3336,17170,14,1,1,22
3336,19282,14,1,1,22
1982,31939,14,1,1,22
3242,13885,14,1,1,22
2715,23271,14,1,1,22
2578,20570,14,1,1,22
4257,7670,14,1,1,22
4257,20365,14,1,1,22
3766,11406,14,1,1,22
4597,22113,14,1,1,22
3009,25666,14,1,1,22
1607,9058,14,1,1,22
1607,34922,14,1,1,22
3577,8035,14,1,1,22
2141,39124,14,1,1,22
3007,10812,14,1,1,22
845,1752,14,1,1,22
846,9251,14,1,1,22
662,6602,14,1,1,22
4256,40039,14,1,1,22
4253,33531,14,1,1,22
3770,12007,14,1,1,22
465,10086,14,1,1,22
1394,32028,14,1,1,22
1394,7592,14,1,1,22
1395,19642,14,1,1,22
2247,31750,14,1,1,22
3772,34050,14,1,1,22
466,11900,14,1,1,22
4594,40669,14,1,1,22
1984,12956,14,1,1,22
3337,27169,14,1,1,22
3336,12419,14,1,1,22
2575,28135,14,1,1,22
1391,23836,14,1,1,22
3770,11496,14,1,1,22
2247,32717,14,1,1,22
2248,12742,14,1,1,22
144,12950,14,1,1,22
3003,22342,14,1,1,22
1387,23469,14,1,1,22
3006,20787,14,1,1,22
3576,10096,14,1,1,22
3575,25435,14,1,1,22
3575,29738,14,1,1,22
389,23159,14,1,1,22
3002,21363,14,1,1,22
2251,10558,14,1,1,22
2251,36162,14,1,1,22
3234,13857,14,1,1,22
248,2171,14,1,1,22
1870,25954,14,1,1,22
1870,37901,14,1,1,22
3339,10044,14,1,1,22
3339,9862,14,1,1,22
1872,25170,14,1,1,22
1872,35422,14,1,1,22
4251,12535,14,1,1,22
1379,17274,14,1,1,22
2999,20285,14,1,1,22
2999,16665,14,1,1,22
4591,39724,14,1,1,22
3781,32358,14,1,1,22
3781,14962,14,1,1,22
2250,34300,14,1,1,22
659,20770,14,1,1,22
854,30669,14,1,1,22
2572,23576,14,1,1,22
32,8365,14,1,1,22
849,30925,14,1,1,22
4248,24224,14,1,1,22
4247,23512,14,1,1,22
851,26870,14,1,1,22
4424,35774,14,1,1,22
2140,20593,14,1,1,22
1614,1775,14,1,1,22
3571,19275,14,1,1,22
3570,9845,14,1,1,22
1616,30587,14,1,1,22
387,28516,14,1,1,22
387,29018,14,1,1,22
142,6833,14,1,1,22
4875,26550,14,1,1,22
1376,23881,14,1,1,22
2568,16629,14,1,1,22
1988,36547,14,1,1,22
1989,35429,14,1,1,22
1867,32254,14,1,1,22
4745,31620,14,1,1,22
3342,25166,14,1,1,22
2571,986,14,1,1,22
4971,20731,14,1,1,22
4425,19897,14,1,1,22
854,34944,14,1,1,22
859,32892,14,1,1,22
858,28135,14,1,1,22
4239,24675,14,1,1,22
4239,29209,14,1,1,22
855,23344,14,1,1,22
1377,39613,14,1,1,22
470,21881,14,1,1,22
3784,1808,14,1,1,22
2996,12658,14,1,1,22
2996,25074,14,1,1,22
2995,18319,14,1,1,22
2256,25101,14,1,1,22
2995,1363,14,1,1,22
4589,24056,14,1,1,22
1617,30276,14,1,1,22
387,8154,14,1,1,22
1620,1187,14,1,1,22
2258,40908,14,1,1,22
2993,34153,14,1,1,22
862,35158,14,1,1,22
4237,29443,14,1,1,22
1865,10934,14,1,1,22
3346,34684,14,1,1,22
292,21931,14,1,1,22
2993,33121,14,1,1,22
1372,11151,14,1,1,22
472,5175,14,1,1,22
1366,1713,14,1,1,22
2993,33520,14,1,1,22
2259,29325,14,1,1,22
2259,5077,14,1,1,22
1366,25764,14,1,1,22
4588,25715,14,1,1,22
3230,14694,14,1,1,22
1993,32010,14,1,1,22
1864,15566,14,1,1,22
4743,3135,14,1,1,22
4743,5180,14,1,1,22
4743,1213,14,1,1,22
473,37851,14,1,1,22
4588,35571,14,1,1,22
2991,11383,14,1,1,22
2262,40069,14,1,1,22
4587,15275,14,1,1,22
3799,17957,14,1,1,22
3798,36723,14,1,1,22
1366,40017,14,1,1,22
3568,22068,14,1,1,22
2732,31209,14,1,1,22
2563,15486,14,1,1,22
2731,37582,14,1,1,22
863,24431,14,1,1,22
864,36156,14,1,1,22
865,39853,14,1,1,22
4235,35186,14,1,1,22
3351,9544,14,1,1,22
1621,32298,14,1,1,22
3567,27596,14,1,1,22
4664,35130,14,1,1,22
139,31098,14,1,1,22
2263,6343,14,1,1,22
476,10830,14,1,1,22
3801,15583,14,1,1,22
1362,41133,14,1,1,22
3801,27564,14,1,1,22
2263,19479,14,1,1,22
2264,27544,14,1,1,22
4232,12830,14,1,1,22
870,31916,14,1,1,22
2561,190,14,1,1,22
866,3101,14,1,1,22
868,39317,14,1,1,22
2737,14760,14,1,1,22
476,33266,14,1,1,22
4664,25153,14,1,1,22
3567,28875,14,1,1,22
2135,30580,14,1,1,22
3098,30695,14,1,1,22
188,10499,14,1,1,22
187,23559,14,1,1,22
1622,16079,14,1,1,22
1623,8565,14,1,1,22
1356,2051,14,1,1,22
3353,2858,14,1,1,22
3353,15037,14,1,1,22
294,17852,14,1,1,22
1860,4507,14,1,1,22
4742,19518,14,1,1,22
3351,8610,14,1,1,22
4742,13923,14,1,1,22
652,13458,14,1,1,22
1357,40523,14,1,1,22
3101,14770,14,1,1,22
3101,18857,14,1,1,22
3566,29021,14,1,1,22
1626,19418,14,1,1,22
3563,9420,14,1,1,22
3563,22668,14,1,1,22
3563,11989,14,1,1,22
4878,1079,14,1,1,22
4878,13956,14,1,1,22
876,17484,14,1,1,22
4436,33028,14,1,1,22
4435,35755,14,1,1,22
4227,17378,14,1,1,22
4436,35449,14,1,1,22
2555,11823,14,1,1,22
4231,29901,14,1,1,22
1355,14016,14,1,1,22
1355,14142,14,1,1,22
4585,2803,14,1,1,22
3806,23271,14,1,1,22
136,41343,14,1,1,22
4879,1625,14,1,1,22
1354,20611,14,1,1,22
3808,3435,14,1,1,22
4436,29465,14,1,1,22
880,15389,14,1,1,22
3227,25866,14,1,1,22
1997,27603,14,1,1,22
3226,8494,14,1,1,22
1859,36518,14,1,1,22
4741,892,14,1,1,22
3228,30287,14,1,1,22
479,31101,14,1,1,22
4584,11015,14,1,1,22
136,32924,14,1,1,22
136,11033,14,1,1,22
1350,23414,14,1,1,22
3811,40870,14,1,1,22
3811,25072,14,1,1,22
2986,20711,14,1,1,22
1627,14887,14,1,1,22
3104,39379,14,1,1,22
4224,9829,14,1,1,22
882,15111,14,1,1,22
1998,27084,14,1,1,22
244,22194,14,1,1,22
1998,30279,14,1,1,22
296,23460,14,1,1,22
1858,39586,14,1,1,22
2553,9325,14,1,1,22
3102,12730,14,1,1,22
3561,29429,14,1,1,22
3561,36344,14,1,1,22
383,22617,14,1,1,22
1628,11652,14,1,1,22
3813,2823,14,1,1,22
2981,39206,14,1,1,22
2272,10145,14,1,1,22
4880,2844,14,1,1,22
1349,9273,14,1,1,22
1350,23159,14,1,1,22
297,14277,14,1,1,22
4740,37319,14,1,1,22
3356,21647,14,1,1,22
3355,39187,14,1,1,22
1997,38226,14,1,1,22
648,14571,14,1,1,22
881,14490,14,1,1,22
4437,40613,14,1,1,22
889,21470,14,1,1,22
4216,28967,14,1,1,22
2550,32886,14,1,1,22
4223,37955,14,1,1,22
886,4214,14,1,1,22
1856,40725,14,1,1,22
1350,14745,14,1,1,22
481,35208,14,1,1,22
481,32207,14,1,1,22
2270,30772,14,1,1,22
3106,37167,14,1,1,22
189,35353,14,1,1,22
3105,32795,14,1,1,22
3559,22636,14,1,1,22
2980,14462,14,1,1,22
3222,1312,14,1,1,22
1854,9098,14,1,1,22
4739,37197,14,1,1,22
4739,38063,14,1,1,22
1998,14890,14,1,1,22
3225,9857,14,1,1,22
4966,22601,14,1,1,22
4966,4963,14,1,1,22
886,19369,14,1,1,22
2979,29948,14,1,1,22
2979,37915,14,1,1,22
2275,8992,14,1,1,22
1348,39294,14,1,1,22
4583,38057,14,1,1,22
481,31395,14,1,1,22
2276,31530,14,1,1,22
2275,11797,14,1,1,22
2977,26955,14,1,1,22
482,18660,14,1,1,22
4582,19710,14,1,1,22
895,23155,14,1,1,22
895,9315,14,1,1,22
4210,16593,14,1,1,22
896,39393,14,1,1,22
4215,12345,14,1,1,22
2745,39772,14,1,1,22
4965,28823,14,1,1,22
4213,23340,14,1,1,22
2544,35593,14,1,1,22
2747,9021,14,1,1,22
3224,40552,14,1,1,22
242,39205,14,1,1,22
899,35283,14,1,1,22
3360,1748,14,1,1,22
3359,23516,14,1,1,22
298,16204,14,1,1,22
40,30426,14,1,1,22
2746,3169,14,1,1,22
2746,31325,14,1,1,22
893,27778,14,1,1,22
3559,128,14,1,1,22
1633,1834,14,1,1,22
3558,18878,14,1,1,22
2125,39605,14,1,1,22
2976,11977,14,1,1,22
1342,10191,14,1,1,22
4581,32340,14,1,1,22
133,40329,14,1,1,22
3822,31919,14,1,1,22
3820,10564,14,1,1,22
1339,30605,14,1,1,22
3819,24406,14,1,1,22
